ax,ay,az,gx,gy,gz,clase_id,nombre_clase,origen
6.2682114,3.9170337,6.179623,0.18825829,0.18808724,0.0953188,3,izquierda,single/left_single.csv
6.9122715,3.9744961,6.095824,0.2371275,0.055529483,0.14052282,3,izquierda,single/left_single.csv
7.046351,3.8045027,6.117372,0.29271623,-0.048928473,0.19488983,3,izquierda,single/left_single.csv
6.742278,3.7757714,5.8252707,0.27316853,0.09340313,0.15884879,3,izquierda,single/left_single.csv
6.5842557,3.8356283,5.8156934,0.2603404,0.17098302,0.14846408,3,izquierda,single/left_single.csv
6.526793,3.7350688,5.7366824,0.26095122,0.13555282,0.1637357,3,izquierda,single/left_single.csv
6.651295,3.5674694,5.5523233,0.29271623,0.01887757,0.19488983,3,izquierda,single/left_single.csv
6.3998966,3.5147953,5.5954204,0.3147074,-0.062367506,0.21688098,3,izquierda,single/left_single.csv
7.065505,3.7302802,5.7630196,0.30982047,-0.07763914,0.24436992,3,izquierda,single/left_single.csv
7.326481,4.0391417,5.073468,0.34036374,-0.05442626,0.30912164,3,izquierda,single/left_single.csv
7.1229677,4.02717,4.70475,0.3812917,-0.01594175,0.28896308,3,izquierda,single/left_single.csv
6.854809,4.067873,5.3631754,0.31531826,-0.025715593,0.23703954,3,izquierda,single/left_single.csv
7.3145094,4.2211065,5.516409,0.23224059,-0.055037126,0.21688098,3,izquierda,single/left_single.csv
7.642525,4.1756153,5.4350038,0.22796452,-0.05931318,0.22909829,3,izquierda,single/left_single.csv
7.2211328,4.09421,5.6145744,0.21330376,0.017044973,0.19611157,3,izquierda,single/left_single.csv
6.976917,4.0726614,5.401484,0.19925386,0.056140352,0.13258159,3,izquierda,single/left_single.csv
7.266624,4.199558,5.253039,0.2371275,-0.014720019,0.10753611,3,izquierda,single/left_single.csv
7.5515428,4.063084,5.5786605,0.2285754,-0.058091454,0.120975144,3,izquierda,single/left_single.csv
6.9649453,4.022382,5.5140147,0.16626714,-0.040987223,0.112423025,3,izquierda,single/left_single.csv
6.5986214,3.9529476,5.777385,0.14305426,0.054918617,0.05988862,3,izquierda,single/left_single.csv
7.170853,4.09421,6.0599093,0.13755648,0.08179669,0.0550017,3,izquierda,single/left_single.csv
7.7478733,4.0798445,5.913859,0.17298664,-0.004946176,0.1234186,3,izquierda,single/left_single.csv
7.292961,4.051113,5.377541,0.23285145,-0.058091454,0.15274012,3,izquierda,single/left_single.csv
6.8284717,4.0582957,5.260222,0.26095122,0.010936321,0.09409707,3,izquierda,single/left_single.csv
6.5603127,4.0535073,5.3919067,0.24445789,0.004216803,0.058056023,3,izquierda,single/left_single.csv
6.88354,4.0343533,5.621757,0.2566752,-0.10757154,0.10387092,3,izquierda,single/left_single.csv
7.273807,4.0918155,5.6457,0.29577056,-0.17598845,0.14907496,3,izquierda,single/left_single.csv
7.2977495,4.163644,5.4589467,0.33486593,-0.15033211,0.14785321,3,izquierda,single/left_single.csv
7.326481,4.1013927,5.1859994,0.36785266,-0.16377114,0.13013813,3,izquierda,single/left_single.csv
6.976917,4.3599744,5.2650104,0.3568571,-0.17110151,0.11059043,3,izquierda,single/left_single.csv
7.1947956,4.4749,5.3919067,0.31409654,-0.108793266,0.11975341,3,izquierda,single/left_single.csv
7.6616793,4.355186,5.047131,0.34891585,-0.17721018,0.14663148,3,izquierda,single/left_single.csv
7.6018224,4.1085753,5.0160055,0.3690744,-0.22546853,0.13197072,3,izquierda,single/left_single.csv
7.640131,4.07745,5.272193,0.275612,-0.11368019,0.065997265,3,izquierda,single/left_single.csv
6.6417184,3.962525,5.5188036,0.14794117,0.14288321,-0.039682418,3,izquierda,single/left_single.csv
7.046351,3.938582,5.5116205,0.1491629,0.03903612,-0.007306559,3,izquierda,single/left_single.csv
7.144516,3.9266107,5.6337285,0.19131261,-0.02632646,0.047671314,3,izquierda,single/left_single.csv
6.8859344,4.1325183,5.2578273,0.2090277,0.038425256,0.07210592,3,izquierda,single/left_single.csv
